Label,sensor0,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,sensor22,sensor23,sensor24,sensor25,sensor26,sensor27
good,0,11,6,91,0,0,19,29,197,0,0,0,0,73,0,0,0,0,0,0,0,114,111,81,0,9,1,0
good,0,12,6,91,0,0,20,30,198,0,0,0,0,76,0,0,0,0,0,0,0,114,112,82,0,9,1,0
good,0,12,6,91,0,0,19,29,198,0,0,0,0,77,0,0,0,0,0,0,0,114,112,82,0,10,2,0
good,0,11,6,91,0,0,20,30,198,0,0,0,0,78,0,0,0,0,0,0,0,115,112,82,0,9,1,0
good,0,12,6,90,0,0,19,29,199,0,0,0,0,82,0,0,0,0,0,0,0,115,112,82,0,9,1,0
good,0,13,6,90,0,0,20,29,198,0,0,0,0,84,0,0,0,0,0,0,0,115,112,83,0,8,3,0
good,0,12,6,91,0,0,20,30,198,0,0,0,0,85,0,0,0,0,0,0,0,115,114,84,0,10,2,0
good,0,12,6,90,0,0,19,28,197,0,0,0,0,85,0,0,0,0,0,0,0,115,113,83,9,10,1,0
good,0,11,6,88,0,0,19,27,191,0,0,0,0,76,0,0,0,0,0,0,0,114,112,76,0,9,2,0
good,0,6,0,83,0,0,20,32,189,0,0,0,0,110,0,0,0,0,0,0,0,124,125,149,0,8,1,0
good,0,6,4,87,0,0,21,32,193,0,0,0,0,84,0,0,0,0,0,0,0,124,123,143,0,9,1,0
good,0,9,2,88,0,0,21,32,192,0,0,0,0,99,0,0,0,0,0,0,0,124,123,140,0,10,2,0
good,0,9,4,88,0,0,21,33,193,0,0,0,0,109,0,0,0,0,0,0,0,125,124,147,0,10,2,0
good,0,9,4,88,0,0,21,33,193,0,0,0,0,110,0,0,0,0,0,0,0,126,124,147,0,11,2,0
good,0,9,5,88,0,0,21,32,194,0,0,0,0,111,0,0,0,0,0,0,0,125,125,150,0,9,2,0
good,0,8,0,85,0,0,21,32,193,0,0,0,0,112,0,0,0,0,0,0,0,125,128,157,0,9,1,0
good,0,9,0,88,0,0,21,33,192,0,0,0,0,113,0,0,0,0,0,0,0,125,128,158,0,9,2,0
good,0,9,0,87,0,0,21,32,191,0,0,0,0,114,0,0,0,0,0,0,0,126,128,157,0,9,1,0
good,0,9,2,87,0,0,21,33,192,0,0,0,0,113,0,0,0,0,0,0,0,125,127,152,0,9,2,0
good,0,9,1,87,0,0,21,33,192,0,0,0,0,113,0,0,0,0,0,0,0,125,129,157,0,9,2,0
good,0,8,3,88,0,0,20,33,192,0,0,0,0,106,0,0,0,0,0,0,0,126,127,154,0,9,2,0
good,0,12,5,89,0,0,21,33,192,0,0,0,0,103,0,0,0,0,0,0,0,126,127,154,0,9,1,0
good,0,8,5,89,0,0,19,26,190,0,0,0,0,34,0,0,0,0,0,0,0,125,123,150,8,11,2,0
good,0,9,4,91,0,0,20,26,190,0,0,0,0,34,0,0,0,0,0,0,0,124,121,146,8,11,1,0
good,0,7,5,92,0,0,20,27,191,0,0,0,0,40,0,0,0,0,0,0,0,118,117,117,10,9,2,0
good,0,6,5,93,0,0,17,30,192,0,0,0,0,43,0,0,0,0,0,0,0,113,112,80,0,9,2,0
good,0,9,3,96,0,0,20,31,193,0,0,0,0,45,0,0,0,0,0,0,0,115,114,83,0,9,2,0
good,0,10,5,95,0,0,19,31,191,0,0,0,0,38,0,0,0,0,0,0,0,114,112,77,0,9,2,0
good,0,7,5,97,0,0,17,31,192,0,0,0,0,39,0,0,0,0,0,0,0,113,111,77,0,9,2,0
good,0,0,0,53,0,0,0,0,0,0,0,0,1,44,2,0,12,0,0,0,0,252,242,0,0,0,5,0
good,0,0,0,56,0,0,0,0,0,0,0,0,1,44,3,0,15,0,0,0,0,256,251,0,0,0,5,0
good,0,0,2,63,0,0,0,0,0,0,0,0,2,44,4,0,14,0,0,0,0,258,252,0,0,0,6,0
good,0,0,0,58,0,1,0,0,0,0,0,0,2,46,4,0,13,0,0,0,0,258,251,1,0,0,5,0
good,0,0,0,58,0,0,0,0,0,0,0,3,2,45,3,0,14,0,0,0,0,260,256,0,0,0,13,0
good,0,0,0,58,0,0,0,0,0,0,0,0,1,45,3,0,14,0,0,0,0,261,256,4,0,0,14,0
good,0,0,0,58,0,0,0,0,0,0,0,0,2,45,0,0,14,0,1,0,2,261,259,7,0,0,13,0
good,0,0,0,59,0,0,0,0,0,0,0,0,0,46,4,0,13,0,0,0,0,264,257,11,0,0,14,0
good,0,0,0,59,0,0,0,1,0,0,0,0,1,50,1,0,15,0,0,0,0,266,258,17,0,0,15,0
good,0,0,0,59,1,0,0,0,0,0,0,0,2,47,3,0,15,0,0,0,0,262,257,16,0,0,14,0
good,0,0,0,61,0,0,0,0,0,0,0,0,2,44,3,0,15,0,0,0,0,262,258,18,0,0,13,0
good,0,0,0,61,0,0,0,0,0,0,0,0,1,43,0,0,10,0,0,0,0,261,257,20,0,0,15,0
good,0,0,0,61,0,0,0,0,0,0,0,0,1,45,5,0,16,0,0,0,0,263,259,23,0,0,14,0
good,0,0,0,61,0,0,0,0,0,0,0,0,2,45,3,0,15,0,0,0,0,262,258,25,0,0,14,0
good,0,0,0,60,0,0,0,0,0,0,0,0,2,45,0,0,15,1,0,0,0,262,259,26,0,0,15,0
good,0,0,0,62,0,0,0,0,0,0,1,0,3,44,1,0,14,0,0,0,0,261,256,28,0,0,15,0
good,0,0,0,62,0,0,0,0,0,0,0,0,1,44,3,0,13,0,0,0,0,257,250,27,0,0,14,0
good,0,0,0,62,0,0,2,0,2,3,1,0,7,49,3,0,13,0,0,0,0,256,254,28,0,0,14,0
good,0,0,0,63,0,0,0,0,0,0,0,0,2,52,3,0,12,0,1,0,0,261,254,33,0,0,14,0
good,0,0,0,65,0,0,0,0,0,0,0,0,2,44,0,0,14,0,0,0,0,260,259,33,0,0,14,0
good,0,0,0,65,0,0,0,0,0,0,0,0,0,43,0,0,14,0,0,0,0,260,255,32,0,0,15,0
good,0,0,0,65,0,0,2,0,0,0,0,0,2,45,0,0,13,0,0,0,0,262,257,34,0,0,15,0
good,0,0,0,65,0,0,0,0,0,0,0,0,3,44,0,0,18,4,0,0,0,260,255,39,0,0,14,0
good,0,0,0,68,0,0,0,0,0,0,1,0,3,50,2,0,11,0,0,0,0,259,255,35,0,0,15,0
good,0,0,0,71,0,0,0,0,0,0,1,4,2,51,0,0,10,0,0,0,0,255,245,31,0,0,14,0
good,0,0,0,71,0,0,0,0,1,0,1,0,1,50,0,0,12,0,0,0,0,259,255,35,0,0,16,0
good,0,0,0,71,0,0,0,0,0,0,1,0,1,46,0,0,15,0,0,0,0,257,247,35,0,0,14,0
good,0,0,0,70,0,0,0,0,0,0,1,0,1,44,3,0,14,0,0,0,0,257,247,35,0,0,15,0
good,0,0,0,69,0,0,0,0,2,0,2,0,3,44,0,0,16,0,0,0,0,261,256,36,0,0,16,0
good,0,0,0,73,0,0,0,0,0,0,0,0,3,45,0,0,13,0,0,0,0,261,254,37,0,0,16,0
good,0,0,0,69,0,0,0,0,0,0,0,0,1,44,0,0,13,0,0,0,0,261,255,41,0,0,15,0
good,0,0,0,67,0,0,0,0,0,0,2,0,1,45,0,0,15,0,0,0,0,260,255,41,0,0,16,0
good,0,0,0,71,0,0,0,0,0,0,0,0,3,44,0,0,12,0,0,0,0,260,256,42,0,0,16,0
good,0,0,0,70,0,0,0,0,0,0,0,0,2,43,0,0,13,0,0,0,0,259,249,42,0,0,14,0
good,0,0,0,68,0,0,0,0,0,0,0,0,3,42,0,0,14,0,0,0,0,259,250,41,0,0,14,0
good,0,0,0,70,0,0,0,0,0,0,1,0,3,42,0,0,15,0,0,0,0,259,251,43,0,0,18,0
good,0,0,0,69,0,0,0,0,0,0,0,0,3,41,0,0,14,0,0,0,0,261,256,45,0,0,16,0
good,0,0,0,69,0,0,0,0,0,0,0,0,2,40,0,0,13,0,0,0,0,262,255,46,0,0,17,0
good,0,0,0,71,0,0,0,0,0,0,0,0,2,42,0,0,13,0,0,0,0,261,255,48,0,0,15,0
good,0,0,0,71,0,0,0,0,0,0,1,0,3,41,0,0,14,0,0,0,0,261,255,49,0,0,18,0
good,0,0,0,72,0,0,0,0,0,0,1,0,3,42,0,0,14,0,0,0,0,261,259,55,0,0,15,0
good,0,0,0,72,0,0,0,0,0,0,0,0,3,42,0,0,14,0,0,0,0,262,256,51,0,0,16,0
good,0,0,0,73,0,0,0,0,0,0,1,0,2,46,0,0,12,0,0,0,1,262,255,51,0,0,16,0
good,0,0,0,74,3,0,0,0,0,0,0,0,3,42,0,0,13,0,0,0,0,261,256,52,0,0,16,0
good,1,0,0,72,0,0,0,0,0,0,1,0,2,42,0,0,14,0,0,0,0,263,257,54,0,0,16,0
good,0,0,0,73,0,0,0,0,0,0,0,0,2,43,0,0,14,0,0,0,0,263,257,55,0,0,18,1
good,0,0,0,74,0,0,0,0,0,0,0,0,0,39,0,0,12,0,0,0,0,262,257,54,4,3,22,0
good,0,0,0,70,0,0,0,0,0,0,0,0,3,42,0,0,13,0,0,2,0,265,258,57,0,0,16,0
good,0,0,0,68,0,0,0,0,0,0,0,0,1,44,0,0,17,0,0,1,0,264,258,54,0,0,16,0
good,0,0,0,71,0,0,0,0,0,0,0,0,2,44,0,0,13,0,0,0,0,263,258,57,0,0,17,0
good,0,0,0,72,0,0,0,0,0,0,0,0,2,51,0,0,14,0,0,0,0,264,258,57,0,0,15,0
good,0,0,0,72,4,0,0,0,0,0,0,0,3,43,0,0,13,0,0,0,0,262,258,55,0,0,15,0
good,0,0,0,72,0,0,0,0,0,0,1,0,2,43,0,0,14,0,0,0,0,264,258,58,0,0,17,0
good,0,0,0,72,0,0,0,0,0,0,0,0,1,40,0,0,14,0,0,0,0,263,256,57,0,0,17,0
good,0,0,0,71,0,0,0,0,0,0,0,0,2,42,0,0,13,0,0,0,0,264,258,56,0,0,16,0
good,0,0,0,74,0,0,0,0,0,0,0,0,2,42,0,0,14,3,0,0,0,265,264,60,0,0,16,0
good,0,0,0,73,0,0,0,0,3,0,2,0,2,44,0,0,14,0,0,0,0,265,259,60,0,0,14,0
good,0,0,4,73,2,0,0,0,0,0,0,0,2,44,0,0,13,0,0,0,0,265,258,60,0,0,16,0
good,0,1,0,74,0,0,0,0,0,0,1,0,2,44,0,0,13,0,0,0,0,265,258,61,0,0,16,0
good,0,0,0,73,0,0,0,0,0,0,0,0,2,40,0,0,13,0,0,0,0,265,260,59,0,0,16,0
good,0,0,0,72,0,0,0,0,0,0,0,0,2,41,0,0,12,0,0,0,0,262,255,56,0,0,18,0
good,0,0,0,71,0,0,0,0,0,0,0,0,3,40,0,0,13,0,0,0,0,264,259,61,0,0,16,0
good,0,0,0,72,0,0,0,2,0,0,2,0,2,40,0,0,13,0,0,0,0,263,257,59,0,0,14,0
good,0,0,4,72,0,0,0,0,0,0,0,0,3,40,0,0,10,0,0,0,0,262,256,59,0,0,15,0
good,0,0,0,81,0,0,0,0,0,0,0,0,0,35,0,0,12,0,0,0,0,262,255,61,0,0,16,0
good,0,0,0,83,1,0,0,0,0,0,0,0,0,35,0,0,11,0,0,189,240,261,252,44,0,0,14,0
good,0,0,0,79,0,0,0,0,0,0,0,0,2,40,0,0,10,0,0,191,245,264,257,46,0,0,17,0
good,0,0,0,82,0,0,0,0,0,0,0,0,0,35,0,0,12,0,0,191,244,264,255,43,0,0,16,0
good,0,0,0,83,0,0,0,0,0,0,0,0,0,35,0,0,12,0,0,190,244,262,253,42,0,0,16,0
good,0,1,0,82,1,0,0,0,0,0,0,0,0,34,0,0,11,0,0,191,244,263,253,42,0,0,16,0
good,0,0,0,84,0,0,0,0,0,0,0,3,0,40,1,0,11,0,0,191,245,263,255,42,0,0,16,0
good,0,0,0,83,0,0,0,0,0,0,0,0,0,32,0,0,10,0,0,186,241,261,250,45,0,0,16,0
good,0,0,0,81,0,0,0,0,0,0,0,0,0,36,0,0,9,0,0,188,242,263,254,42,0,0,19,0
good,0,0,0,82,0,0,0,0,0,0,0,0,0,36,0,0,8,0,0,189,243,264,255,44,0,0,16,0
good,0,0,0,82,0,0,1,0,0,0,0,0,0,37,0,0,9,0,0,189,242,263,254,43,0,0,17,0
good,0,0,0,81,0,0,43,0,0,0,0,0,1,38,0,0,7,0,0,192,247,265,258,47,0,0,16,0
good,0,0,0,83,0,0,0,0,0,0,0,0,0,34,0,0,9,0,0,191,246,264,255,46,0,0,16,0
good,0,0,0,85,0,0,0,0,0,0,0,2,0,40,0,0,8,0,0,191,246,264,254,46,0,0,16,0
good,0,0,0,83,0,0,0,0,0,0,0,0,0,35,0,0,8,0,0,192,246,265,257,44,0,0,16,0
good,0,0,0,83,0,2,0,0,0,0,0,0,0,35,0,0,10,0,0,191,245,265,257,44,0,0,16,0
good,0,0,0,85,0,0,43,0,0,0,0,0,0,36,0,0,9,0,0,191,245,269,256,43,0,0,16,0
good,0,0,0,85,0,0,44,0,0,0,0,0,0,36,0,0,9,0,0,192,246,266,258,42,0,0,17,0
good,2,0,0,84,0,0,43,1,0,0,0,0,0,35,0,0,10,0,0,193,246,264,256,44,0,0,15,0
good,0,0,0,84,0,0,0,0,0,0,0,0,0,35,0,0,8,0,0,192,246,265,257,45,0,0,16,0
good,0,0,0,84,0,0,0,0,0,0,0,0,0,37,0,0,11,0,0,191,245,264,254,45,0,0,16,0
good,0,0,0,83,0,0,0,0,0,0,0,0,0,34,0,0,10,0,0,189,243,261,251,44,0,0,17,0
good,0,0,0,83,0,0,0,0,0,0,0,0,0,36,0,0,9,0,0,191,246,265,256,45,0,0,16,0
good,0,0,0,84,0,0,0,0,0,0,0,0,0,39,0,0,4,0,0,191,246,264,253,47,0,0,16,0
good,0,0,0,83,0,0,42,0,0,0,0,0,0,38,0,0,5,0,0,189,243,261,250,46,2,0,16,0
good,0,0,0,88,0,0,44,0,0,0,0,0,0,39,0,0,4,0,0,192,244,263,251,49,0,0,16,0
good,0,0,0,87,0,0,0,0,0,0,0,0,1,41,0,0,1,0,2,192,249,264,251,49,0,0,16,0
good,4,0,0,87,0,0,45,1,0,0,0,0,0,38,0,0,7,0,0,191,244,263,250,48,0,0,16,0
good,0,0,0,86,0,0,44,0,0,0,0,0,0,35,0,0,9,0,0,194,247,265,255,50,0,0,16,0
good,0,0,0,69,0,4,61,0,0,0,0,0,2,59,3,0,11,0,0,191,241,270,262,47,0,0,14,0
good,0,0,0,72,0,0,0,17,15,0,3,0,1,50,0,0,0,0,0,0,0,258,239,66,0,0,8,0
good,0,0,0,71,1,0,0,22,25,0,3,0,1,54,3,0,1,0,0,181,235,258,239,70,0,0,5,0
good,0,0,0,66,0,0,0,18,15,0,3,0,2,54,0,0,0,0,0,180,236,251,220,72,0,0,3,0
good,0,0,0,64,0,0,0,21,21,0,6,0,1,56,0,0,0,0,0,181,239,255,230,75,0,0,3,0
good,0,0,0,69,0,0,0,16,18,0,5,0,1,57,0,0,0,0,0,184,241,253,226,72,0,0,2,0
cross_right_leg,0,0,0,89,0,0,23,7,6,0,0,0,0,40,0,0,0,0,0,0,0,257,62,0,0,0,13,0
cross_right_leg,0,0,0,70,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,275,60,0,0,0,21,0
cross_right_leg,0,0,0,77,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,273,63,0,0,0,22,0
cross_right_leg,0,0,0,66,0,0,0,11,11,0,0,0,0,50,0,0,0,0,0,0,0,273,86,0,0,0,20,0
cross_right_leg,0,0,0,89,0,0,0,1,1,0,0,0,0,48,0,0,0,0,0,0,0,269,60,0,0,0,21,0
cross_right_leg,0,0,0,63,0,0,0,0,0,0,1,0,2,119,0,0,0,0,0,0,0,269,62,0,0,0,25,0
cross_right_leg,0,0,0,91,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,272,63,0,0,0,21,0
cross_right_leg,0,0,0,81,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,257,56,0,0,0,25,0
cross_right_leg,0,0,0,98,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,159,229,243,52,0,0,0,13,0
cross_right_leg,0,0,0,89,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,175,240,254,57,0,0,0,17,0
cross_right_leg,0,0,0,72,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,264,55,0,0,0,22,0
cross_right_leg,0,0,0,74,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,251,59,64,0,0,14,0
